,ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group,Loan_Approved,CreditScore_Group,Suspicious
9827,9828,Female,White,19,Under 25,29001,800,138481,Part-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Excellent,True
4758,4759,Male,Asian,24,Under 25,37545,800,415149,Full-time,High School,Citizen,Fluent,No,No,Rural,1,Excellent,True
3080,3081,Female,White,25,25-60,28579,800,164319,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Excellent,True
9170,9171,Female,Hispanic,82,Over 60,103370,800,374726,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Working Class Urban,0,Excellent,True
6048,6049,Male,Asian,62,Over 60,63655,799,288248,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,0,Very Good,True
6171,6172,Male,White,51,25-60,67613,799,73924,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
3956,3957,Female,White,47,25-60,155990,799,184803,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,0,Very Good,True
6974,6975,Female,White,24,Under 25,90293,799,128707,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Very Good,True
6867,6868,Male,White,56,25-60,130713,799,129881,Self-employed,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,0,Very Good,True
5238,5239,Female,White,64,Over 60,136180,799,124794,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
2891,2892,Male,White,56,25-60,169987,799,55824,Gig,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
5568,5569,Male,Black,23,Under 25,127013,799,334450,Part-time,Some College,Citizen,Fluent,No,No,Historically Redlined,0,Very Good,True
3173,3174,Male,Hispanic,58,25-60,26472,799,137184,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Very Good,True
772,773,Male,Hispanic,82,Over 60,43164,799,69772,Unemployed,High School,Citizen,Fluent,No,No,High-income Suburban,0,Very Good,True
1100,1101,Male,Native American,46,25-60,156770,799,326669,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Very Good,True
7794,7795,Male,White,29,25-60,61798,799,420037,Full-time,Some College,Citizen,Fluent,No,No,Rural,0,Very Good,True
9106,9107,Male,White,44,25-60,158974,799,361670,Self-employed,High School,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
9975,9976,Male,Black,75,Over 60,165157,799,437249,Full-time,Graduate,Permanent Resident,Fluent,No,No,Historically Redlined,0,Very Good,True
3283,3284,Female,White,34,25-60,66710,799,173650,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
916,917,Male,Black,21,Under 25,27082,799,356333,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Very Good,True
7482,7483,Female,White,81,Over 60,135990,799,93440,Full-time,Bachelor's,Visa Holder,Limited,No,No,Working Class Urban,0,Very Good,True
8690,8691,Male,Hispanic,74,Over 60,43925,799,411675,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
1605,1606,Female,Hispanic,61,Over 60,45446,799,244181,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,1,Very Good,True
4649,4650,Male,Hispanic,72,Over 60,38375,798,293178,Full-time,Some College,Permanent Resident,Fluent,No,No,High-income Suburban,1,Very Good,True
3515,3516,Male,Hispanic,55,25-60,41110,798,258086,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,1,Very Good,True
8349,8350,Male,White,26,25-60,58187,798,189291,Gig,High School,Permanent Resident,Limited,No,No,Urban Professional,0,Very Good,True
1841,1842,Female,White,76,Over 60,90122,798,404219,Full-time,Graduate,Permanent Resident,Limited,Yes,No,High-income Suburban,0,Very Good,True
9439,9440,Female,White,70,Over 60,82589,798,337200,Full-time,High School,Citizen,Fluent,No,Yes,Historically Redlined,0,Very Good,True
7021,7022,Female,White,62,Over 60,112399,798,156623,Part-time,Graduate,Citizen,Fluent,No,Yes,Working Class Urban,0,Very Good,True
3973,3974,Female,White,55,25-60,133024,798,151384,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Very Good,True
2155,2156,Female,Hispanic,54,25-60,111859,798,415997,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,0,Very Good,True
4919,4920,Male,White,60,25-60,121772,798,417779,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Rural,0,Very Good,True
5076,5077,Female,White,57,25-60,80496,798,218420,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
2592,2593,Non-binary,Hispanic,20,Under 25,38784,798,396202,Full-time,Graduate,Citizen,Fluent,Yes,No,Urban Professional,1,Very Good,True
2273,2274,Female,Asian,26,25-60,138314,798,392024,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,0,Very Good,True
3011,3012,Female,White,50,25-60,150389,798,58635,Unemployed,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Very Good,True
5324,5325,Male,White,43,25-60,30744,797,202572,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
904,905,Male,Hispanic,33,25-60,26500,796,218843,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
152,153,Female,White,73,Over 60,42337,796,180564,Full-time,Graduate,Citizen,Limited,No,No,Working Class Urban,1,Very Good,True
7405,7406,Male,Black,49,25-60,27432,796,355396,Gig,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
9884,9885,Male,White,81,Over 60,46648,796,417204,Full-time,High School,Citizen,Fluent,No,No,Rural,1,Very Good,True
9032,9033,Female,Hispanic,71,Over 60,169671,796,225555,Full-time,Some College,Visa Holder,Limited,No,No,Urban Professional,0,Very Good,True
3958,3959,Male,White,24,Under 25,171745,796,342491,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Very Good,True
1512,1513,Female,Black,69,Over 60,165807,796,69284,Gig,High School,Citizen,Fluent,No,No,Rural,0,Very Good,True
8696,8697,Male,White,46,25-60,35686,795,327026,Full-time,High School,Citizen,Fluent,No,No,Rural,1,Very Good,True
3593,3594,Male,White,47,25-60,164083,795,264570,Gig,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional,0,Very Good,True
5475,5476,Female,White,36,25-60,34282,794,266145,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Very Good,True
5018,5019,Female,Black,27,25-60,43938,794,172404,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Very Good,True
3456,3457,Female,White,26,25-60,27976,794,312890,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban,1,Very Good,True
1913,1914,Female,Hispanic,71,Over 60,167204,794,146579,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Very Good,True
9491,9492,Male,White,30,25-60,29277,794,339506,Gig,Some College,Citizen,Limited,No,No,Working Class Urban,1,Very Good,True
5526,5527,Male,Hispanic,75,Over 60,156360,794,67513,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Very Good,True
3788,3789,Female,Black,63,Over 60,26773,793,270910,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
5656,5657,Female,White,75,Over 60,37796,793,399179,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,1,Very Good,True
2825,2826,Female,White,64,Over 60,154017,793,185445,Full-time,High School,Citizen,Limited,No,No,Historically Redlined,0,Very Good,True
9321,9322,Male,White,79,Over 60,26575,793,383085,Full-time,High School,Citizen,Fluent,Yes,No,Urban Professional,1,Very Good,True
273,274,Male,White,70,Over 60,164123,793,72836,Full-time,Bachelor's,Citizen,Fluent,Yes,Yes,Urban Professional,0,Very Good,True
3878,3879,Female,Black,41,25-60,33283,792,320782,Self-employed,Bachelor's,Citizen,Limited,No,No,Urban Professional,1,Very Good,True
6359,6360,Male,White,74,Over 60,170959,792,201804,Full-time,High School,Visa Holder,Limited,No,No,Working Class Urban,0,Very Good,True
3492,3493,Male,White,77,Over 60,30693,792,247361,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
6512,6513,Female,Multiracial,19,Under 25,155243,791,236414,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Very Good,True
7512,7513,Female,Black,48,25-60,160311,791,358649,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Very Good,True
6098,6099,Female,White,34,25-60,42548,790,210674,Full-time,Graduate,Citizen,Limited,Yes,No,Working Class Urban,1,Very Good,True
4383,4384,Male,White,38,25-60,29925,790,86328,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
7398,7399,Female,Hispanic,77,Over 60,173999,790,239628,Part-time,Graduate,Citizen,Fluent,Yes,No,Historically Redlined,0,Very Good,True
363,364,Male,Black,29,25-60,30854,790,389541,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Very Good,True
7837,7838,Male,White,70,Over 60,40362,789,127521,Unemployed,Some College,Citizen,Fluent,No,No,Rural,1,Very Good,True
8946,8947,Male,Hispanic,55,25-60,34297,789,238122,Self-employed,Graduate,Citizen,Limited,No,Yes,Urban Professional,1,Very Good,True
6550,6551,Male,White,55,25-60,40429,789,125434,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Very Good,True
7895,7896,Male,White,51,25-60,45384,789,336029,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
2553,2554,Female,Black,36,25-60,170232,789,53098,Unemployed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
2580,2581,Female,White,70,Over 60,157957,789,260553,Part-time,Bachelor's,Citizen,Limited,No,No,Rural,0,Very Good,True
9493,9494,Female,White,48,25-60,47186,788,118230,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Very Good,True
7045,7046,Male,White,49,25-60,44213,788,72063,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
955,956,Male,White,81,Over 60,28872,788,200839,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Very Good,True
1661,1662,Female,White,65,Over 60,164755,787,428143,Full-time,High School,Visa Holder,Fluent,No,No,Urban Professional,0,Very Good,True
5627,5628,Female,Hispanic,37,25-60,37212,786,67934,Part-time,Some College,Citizen,Fluent,No,No,Working Class Urban,1,Very Good,True
6242,6243,Male,Native American,33,25-60,162573,786,214117,Gig,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
6438,6439,Male,White,19,Under 25,164545,786,265022,Full-time,Some College,Permanent Resident,Fluent,No,No,Working Class Urban,0,Very Good,True
4609,4610,Female,White,64,Over 60,38556,786,268263,Full-time,High School,Permanent Resident,Fluent,No,No,Urban Professional,1,Very Good,True
6115,6116,Female,White,81,Over 60,161194,786,369863,Unemployed,Bachelor's,Citizen,Limited,Yes,No,Working Class Urban,0,Very Good,True
5306,5307,Female,Asian,33,25-60,46433,785,173535,Part-time,Graduate,Citizen,Limited,No,No,Historically Redlined,1,Very Good,True
2311,2312,Female,Hispanic,68,Over 60,159442,785,134908,Gig,Some College,Visa Holder,Fluent,No,Yes,Urban Professional,0,Very Good,True
3304,3305,Male,Hispanic,64,Over 60,39106,785,217543,Full-time,High School,Citizen,Limited,No,No,Rural,1,Very Good,True
4444,4445,Male,White,47,25-60,34185,785,235129,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Very Good,True
434,435,Male,White,50,25-60,34492,784,243836,Part-time,High School,Citizen,Limited,No,No,Urban Professional,1,Very Good,True
6091,6092,Female,Black,66,Over 60,163532,784,155687,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,0,Very Good,True
6337,6338,Male,Hispanic,24,Under 25,26373,784,87477,Full-time,High School,Visa Holder,Fluent,No,No,Working Class Urban,1,Very Good,True
190,191,Female,White,77,Over 60,26333,784,385257,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
6100,6101,Male,Hispanic,39,25-60,29674,784,74334,Part-time,Some College,Citizen,Fluent,No,No,Rural,1,Very Good,True
5170,5171,Male,White,32,25-60,44395,783,414601,Part-time,Bachelor's,Visa Holder,Fluent,No,No,Urban Professional,1,Very Good,True
5977,5978,Male,Asian,50,25-60,160610,783,125579,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
7799,7800,Female,Hispanic,68,Over 60,44595,783,199524,Full-time,High School,Visa Holder,Fluent,No,No,Rural,1,Very Good,True
4719,4720,Male,White,23,Under 25,30400,783,421458,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
8983,8984,Female,Asian,76,Over 60,163789,781,340926,Full-time,Bachelor's,Citizen,Limited,No,No,Rural,0,Very Good,True
4683,4684,Male,Asian,50,25-60,36505,780,243878,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
7885,7886,Female,White,35,25-60,163847,780,417642,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Very Good,True
1085,1086,Male,White,44,25-60,31845,780,298153,Full-time,Graduate,Citizen,Limited,No,Yes,Working Class Urban,1,Very Good,True
3003,3004,Male,Asian,70,Over 60,161501,779,294244,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,0,Very Good,True
1801,1802,Male,White,58,25-60,43449,778,80108,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,1,Very Good,True
3839,3840,Male,White,68,Over 60,43103,778,442507,Part-time,Graduate,Citizen,Limited,No,No,Working Class Urban,1,Very Good,True
870,871,Male,White,64,Over 60,166191,777,121935,Gig,Some College,Citizen,Fluent,No,No,Urban Professional,0,Very Good,True
9079,9080,Female,White,29,25-60,173911,777,128997,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
2678,2679,Female,Black,54,25-60,158685,776,279342,Full-time,Bachelor's,Citizen,Fluent,No,Yes,High-income Suburban,0,Very Good,True
9479,9480,Male,White,68,Over 60,30490,776,183876,Part-time,High School,Citizen,Fluent,Yes,No,Historically Redlined,1,Very Good,True
3654,3655,Female,White,54,25-60,36876,776,105641,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,1,Very Good,True
8784,8785,Male,White,26,25-60,35861,775,309414,Full-time,Graduate,Citizen,Limited,No,No,Working Class Urban,1,Very Good,True
4227,4228,Female,Black,59,25-60,167757,775,240953,Full-time,High School,Permanent Resident,Fluent,Yes,No,Urban Professional,0,Very Good,True
8562,8563,Female,White,76,Over 60,43598,775,102719,Gig,High School,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
7580,7581,Female,White,67,Over 60,44827,774,297386,Full-time,Graduate,Citizen,Fluent,No,No,Rural,1,Very Good,True
3725,3726,Female,Hispanic,79,Over 60,167380,774,211494,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,0,Very Good,True
3939,3940,Female,Black,28,25-60,37282,774,163064,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,1,Very Good,True
1197,1198,Male,Asian,36,25-60,166225,774,336644,Unemployed,Bachelor's,Citizen,Fluent,Yes,No,Historically Redlined,0,Very Good,True
9721,9722,Male,Hispanic,48,25-60,167701,773,113080,Full-time,High School,Citizen,Fluent,No,Yes,Working Class Urban,0,Very Good,True
2280,2281,Female,White,73,Over 60,161505,773,407643,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Very Good,True
3110,3111,Male,Black,57,25-60,164774,773,107899,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,0,Very Good,True
2858,2859,Male,White,62,Over 60,32554,773,244790,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Very Good,True
461,462,Female,Black,78,Over 60,167777,773,367336,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Very Good,True
8729,8730,Male,White,59,25-60,34720,772,71670,Gig,High School,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
5951,5952,Female,Black,71,Over 60,45814,772,344769,Full-time,High School,Citizen,Fluent,No,Yes,Urban Professional,1,Very Good,True
4326,4327,Female,Black,28,25-60,174531,772,163759,Unemployed,Some College,Citizen,Limited,No,No,High-income Suburban,0,Very Good,True
80,81,Male,White,69,Over 60,158645,772,216643,Gig,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Very Good,True
9895,9896,Female,Hispanic,40,25-60,32449,772,268397,Full-time,Some College,Citizen,Fluent,Yes,No,Urban Professional,1,Very Good,True
2869,2870,Male,Hispanic,61,Over 60,174248,771,416416,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Very Good,True
3966,3967,Female,White,34,25-60,42247,771,352610,Full-time,Some College,Citizen,Fluent,No,No,Rural,1,Very Good,True
8943,8944,Male,Multiracial,57,25-60,171624,770,404013,Part-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban,0,Very Good,True
6686,6687,Male,White,46,25-60,36314,770,80499,Part-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Very Good,True
756,757,Female,White,66,Over 60,162331,770,431963,Part-time,High School,Permanent Resident,Fluent,No,No,Urban Professional,0,Very Good,True
4130,4131,Female,White,25,25-60,165371,770,345585,Full-time,High School,Citizen,Limited,No,No,Working Class Urban,0,Very Good,True
832,833,Female,Asian,34,25-60,36933,770,75873,Gig,Graduate,Citizen,Fluent,No,No,Historically Redlined,1,Very Good,True
1899,1900,Female,Hispanic,20,Under 25,37088,769,83801,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban,1,Very Good,True
8136,8137,Male,Black,66,Over 60,162737,769,132997,Part-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Very Good,True
2613,2614,Male,White,61,Over 60,37763,769,146564,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Very Good,True
3404,3405,Female,Black,75,Over 60,163686,769,277611,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
3985,3986,Female,White,75,Over 60,34818,768,69638,Full-time,High School,Citizen,Fluent,No,No,Rural,1,Very Good,True
2278,2279,Female,White,30,25-60,174420,768,326116,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
7264,7265,Female,White,47,25-60,29203,767,240232,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Very Good,True
8795,8796,Male,Hispanic,71,Over 60,33536,767,185215,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Very Good,True
5984,5985,Male,Asian,22,Under 25,153690,766,431732,Full-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban,0,Very Good,True
5854,5855,Female,Hispanic,57,25-60,159313,766,232159,Gig,Some College,Citizen,Fluent,No,No,Urban Professional,0,Very Good,True
9375,9376,Female,Native American,32,25-60,172808,766,105369,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Very Good,True
2844,2845,Female,White,49,25-60,169276,766,233930,Full-time,High School,Citizen,Limited,No,No,High-income Suburban,0,Very Good,True
2224,2225,Male,Asian,59,25-60,169616,766,54640,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Very Good,True
